label,cif,icsd_collection_code,source,train_test_label,formula,Tc
0,split_cifs_by_csv_label/train/Ca0.4Cu2La1.9Sr0.7O6.091-ICSD-78608-synth_doped.cif,78608.0,3DSC,train,Ca0.4Cu2La1.9Sr0.7O6.091,
0,split_cifs_by_csv_label/train/Ca0.78Cl1Cu1Sm1Sr0.22O3-ICSD-86428-synth_doped.cif,86428.0,3DSC,train,Ca0.78Cl1Cu1Sm1Sr0.22O3,
0,split_cifs_by_csv_label/train/Ca1.3Cu6La6.7Ni2O20-ICSD-93918-synth_doped.cif,93918.0,3DSC,train,Ca1.3Cu6La6.7Ni2O20,
0,split_cifs_by_csv_label/test/Ca1.6Cu6La6.4Ni2O20-ICSD-93918.cif,93918.0,3DSC,test,Ca1.6Cu6La6.4Ni2O20,
0,split_cifs_by_csv_label/train/Ca1.9Cu6La6.1Ni2O20-ICSD-93918-synth_doped.cif,93918.0,3DSC,train,Ca1.9Cu6La6.1Ni2O20,
0,split_cifs_by_csv_label/train/Ca1Cl1Cu1Sm1O3-ICSD-86428.cif,86428.0,3DSC,train,Ca1Cl1Cu1Sm1O3,
0,split_cifs_by_csv_label/train/Ca1Cu2La2O6-ICSD-89114.cif,89114.0,3DSC,train,Ca1Cu2La2O6,
0,split_cifs_by_csv_label/train/Ca1P2Rh2-ICSD-50185.cif,50185.0,3DSC,train,Ca1P2Rh2,
0,split_cifs_by_csv_label/train/Ca1Zn5-ICSD-418614.cif,418614.0,3DSC,train,Ca1Zn5,
0,split_cifs_by_csv_label/train/Ca2Si1-ICSD-158275.cif,158275.0,3DSC,train,Ca2Si1,
0,split_cifs_by_csv_label/train/Ca8Cu24Sr11O41-ICSD-68674-synth_doped.cif,68674.0,3DSC,train,Ca8Cu24Sr11O41,
0,split_cifs_by_csv_label/train/Cd11La1-ICSD-620068.cif,620068.0,3DSC,train,Cd11La1,
0,split_cifs_by_csv_label/train/Cd1V3-ICSD-102082.cif,102082.0,3DSC,train,Cd1V3,
0,split_cifs_by_csv_label/test/Cd6Na1-ICSD-421373-synth_doped.cif,421373.0,3DSC,test,Cd6Na1,
0,split_cifs_by_csv_label/train/Ce0.002La0.998Pt1Si1-ICSD-27224-synth_doped.cif,27224.0,3DSC,train,Ce0.002La0.998Pt1Si1,
0,split_cifs_by_csv_label/train/Ce0.06Ge12Pr0.94Pt4-ICSD-174554-synth_doped.cif,174554.0,3DSC,train,Ce0.06Ge12Pr0.94Pt4,
0,split_cifs_by_csv_label/train/Ce0.3Ge12Pr0.7Pt4-ICSD-174554-synth_doped.cif,174554.0,3DSC,train,Ce0.3Ge12Pr0.7Pt4,
0,split_cifs_by_csv_label/train/Ce0.5Cu2Gd1.5Ru1Sr2O10-ICSD-96714-synth_doped.cif,96714.0,3DSC,train,Ce0.5Cu2Gd1.5Ru1Sr2O10,
0,split_cifs_by_csv_label/train/Ce0.6Cu2Gd1.4Mn0.01Ru0.99Sr2O10-ICSD-83066-synth_doped.cif,83066.0,3DSC,train,Ce0.6Cu2Gd1.4Mn0.01Ru0.99Sr2O10,
0,split_cifs_by_csv_label/train/Ce0.75Ge12Pr0.25Pt4-ICSD-174553-synth_doped.cif,174553.0,3DSC,train,Ce0.75Ge12Pr0.25Pt4,
0,split_cifs_by_csv_label/train/Ce0.7Cu2.75Fe0.25Sr2Y1.3O8.49-ICSD-87049.cif,87049.0,3DSC,train,Ce0.7Cu2.75Fe0.25Sr2Y1.3O8.49,
0,split_cifs_by_csv_label/train/Ce0.875Ge12Pr0.125Pt4-ICSD-174553-synth_doped.cif,174553.0,3DSC,train,Ce0.875Ge12Pr0.125Pt4,
0,split_cifs_by_csv_label/test/Ce0.9Cu2Eu1.1Ru1Sr2O10-ICSD-191732-synth_doped.cif,191732.0,3DSC,test,Ce0.9Cu2Eu1.1Ru1Sr2O10,
0,split_cifs_by_csv_label/train/Ce1Ge12Pt4-ICSD-174553.cif,174553.0,3DSC,train,Ce1Ge12Pt4,
0,split_cifs_by_csv_label/train/Ce1Ge1Pd2-ICSD-621240.cif,621240.0,3DSC,train,Ce1Ge1Pd2,
0,split_cifs_by_csv_label/train/Ce1In5Ir0.736Pt0.264-ICSD-150225-synth_doped.cif,150225.0,3DSC,train,Ce1In5Ir0.736Pt0.264,
0,split_cifs_by_csv_label/train/Ce1In5Ir0.828Pt0.172-ICSD-150225-synth_doped.cif,150225.0,3DSC,train,Ce1In5Ir0.828Pt0.172,
0,split_cifs_by_csv_label/train/Ce1In5Ir0.932Pt0.068-ICSD-150225-synth_doped.cif,150225.0,3DSC,train,Ce1In5Ir0.932Pt0.068,
0,split_cifs_by_csv_label/test/Ce1Ir2-ICSD-621408.cif,621408.0,3DSC,test,Ce1Ir2,
0,split_cifs_by_csv_label/train/Ce1P2Pd2-ICSD-30839.cif,30839.0,3DSC,train,Ce1P2Pd2,
0,split_cifs_by_csv_label/train/Ce1Pd1Sb2-ICSD-658218.cif,658218.0,3DSC,train,Ce1Pd1Sb2,
0,split_cifs_by_csv_label/test/Ce1Pt2-ICSD-102257.cif,102257.0,3DSC,test,Ce1Pt2,
0,split_cifs_by_csv_label/train/Ce1Pt3-ICSD-102258.cif,102258.0,3DSC,train,Ce1Pt3,
0,split_cifs_by_csv_label/train/Ce1Rh1Sn1-ICSD-191825.cif,191825.0,3DSC,train,Ce1Rh1Sn1,
0,split_cifs_by_csv_label/train/Ce1Ru4Sb12-ICSD-621988.cif,621988.0,3DSC,train,Ce1Ru4Sb12,
0,split_cifs_by_csv_label/train/Ce2Ge5Pd3-ICSD-253430.cif,253430.0,3DSC,train,Ce2Ge5Pd3,
0,split_cifs_by_csv_label/test/Ce2Ir3Si5-ICSD-621432.cif,621432.0,3DSC,test,Ce2Ir3Si5,
0,split_cifs_by_csv_label/train/Ce2Rh3Si5-ICSD-247297.cif,247297.0,3DSC,train,Ce2Rh3Si5,
0,split_cifs_by_csv_label/train/Ce2Rh3Sn5-ICSD-230729.cif,230729.0,3DSC,train,Ce2Rh3Sn5,
0,split_cifs_by_csv_label/train/Ce3Ge13Ru4-ICSD-621269.cif,621269.0,3DSC,train,Ce3Ge13Ru4,
0,split_cifs_by_csv_label/train/Ce3Ge2Rh2-ICSD-76352.cif,76352.0,3DSC,train,Ce3Ge2Rh2,
0,split_cifs_by_csv_label/train/Ce3Pd4Si4-ICSD-174076.cif,174076.0,3DSC,train,Ce3Pd4Si4,
0,split_cifs_by_csv_label/train/Co0.5Ni0.5V3-ICSD-102595.cif,102595.0,3DSC,train,Co0.5Ni0.5V3,
0,split_cifs_by_csv_label/train/Co0.5Rh0.5V3-ICSD-102638.cif,102638.0,3DSC,train,Co0.5Rh0.5V3,
0,split_cifs_by_csv_label/train/Co0.975Mo0.025U1-ICSD-102712-synth_doped.cif,102712.0,3DSC,train,Co0.975Mo0.025U1,
0,split_cifs_by_csv_label/train/Co0.97Rh0.03U1-ICSD-102712-synth_doped.cif,102712.0,3DSC,train,Co0.97Rh0.03U1,
0,split_cifs_by_csv_label/train/Co0.98Cr0.02U1-ICSD-102712-synth_doped.cif,102712.0,3DSC,train,Co0.98Cr0.02U1,
0,split_cifs_by_csv_label/test/Co0.98Fe0.02U1-ICSD-102712-synth_doped.cif,102712.0,3DSC,test,Co0.98Fe0.02U1,
0,split_cifs_by_csv_label/train/Co0.98Mn0.02U1-ICSD-102712-synth_doped.cif,102712.0,3DSC,train,Co0.98Mn0.02U1,
0,split_cifs_by_csv_label/train/Co0.98Ni0.02U1-ICSD-102712-synth_doped.cif,102712.0,3DSC,train,Co0.98Ni0.02U1,
0,split_cifs_by_csv_label/train/Co1.5V0.5Zr1-ICSD-102721-synth_doped.cif,102721.0,3DSC,train,Co1.5V0.5Zr1,
0,split_cifs_by_csv_label/train/Co1Ge3Nd1-ICSD-50359.cif,50359.0,3DSC,train,Co1Ge3Nd1,
0,split_cifs_by_csv_label/train/Co1Ge3Pr1-ICSD-161875.cif,161875.0,3DSC,train,Co1Ge3Pr1,
0,split_cifs_by_csv_label/test/Co1In5La1-ICSD-150261.cif,150261.0,3DSC,test,Co1In5La1,
0,split_cifs_by_csv_label/test/Co1O2-ICSD-88722.cif,88722.0,3DSC,test,Co1O2,
0,split_cifs_by_csv_label/train/Co1Sc3-ICSD-2407.cif,2407.0,3DSC,train,Co1Sc3,
0,split_cifs_by_csv_label/train/Co1Si1U1-ICSD-50081.cif,50081.0,3DSC,train,Co1Si1U1,
0,split_cifs_by_csv_label/train/Co1Sn2-ICSD-409910.cif,409910.0,3DSC,train,Co1Sn2,
0,split_cifs_by_csv_label/train/Co2Ge2Sr1-ICSD-407.cif,407.0,3DSC,train,Co2Ge2Sr1,
0,split_cifs_by_csv_label/train/Co4Ge13Yb3-ICSD-623672.cif,623672.0,3DSC,train,Co4Ge13Yb3,
0,split_cifs_by_csv_label/train/Cr0.73Mo0.27-ICSD-626311-synth_doped.cif,626311.0,3DSC,train,Cr0.73Mo0.27,
0,split_cifs_by_csv_label/train/Cr0.915Pt0.185-ICSD-102838-synth_doped.cif,102838.0,3DSC,train,Cr0.915Pt0.185,
0,split_cifs_by_csv_label/test/Cr1Ga4-ICSD-626026.cif,626026.0,3DSC,test,Cr1Ga4,
0,split_cifs_by_csv_label/train/Cr1Ge1-ICSD-42417.cif,42417.0,3DSC,train,Cr1Ge1,
0,split_cifs_by_csv_label/train/Cr3Ge1-ICSD-189870.cif,189870.0,3DSC,train,Cr3Ge1,
0,split_cifs_by_csv_label/train/Cr3O1-ICSD-15904.cif,15904.0,3DSC,train,Cr3O1,
0,split_cifs_by_csv_label/train/Cr3P1-ICSD-291337.cif,291337.0,3DSC,train,Cr3P1,
0,split_cifs_by_csv_label/test/Cu0.1Se2Zn0.9-ICSD-629161-synth_doped.cif,629161.0,3DSC,test,Cu0.1Se2Zn0.9,
0,split_cifs_by_csv_label/train/Cu0.2S2Zn0.8-ICSD-628980-synth_doped.cif,628980.0,3DSC,train,Cu0.2S2Zn0.8,
0,split_cifs_by_csv_label/train/Cu0.4Fe0.6La1.25Sr0.75O4-ICSD-120125-synth_doped.cif,120125.0,3DSC,train,Cu0.4Fe0.6La1.25Sr0.75O4,
0,split_cifs_by_csv_label/train/Cu0.5Fe0.5La1.35Sr0.65O4-ICSD-120125.cif,120125.0,3DSC,train,Cu0.5Fe0.5La1.35Sr0.65O4,
0,split_cifs_by_csv_label/test/Cu0.6Fe0.4La1.45Sr0.55O4-ICSD-120125-synth_doped.cif,120125.0,3DSC,test,Cu0.6Fe0.4La1.45Sr0.55O4,
0,split_cifs_by_csv_label/train/Cu0.6S2Zn0.4-ICSD-628979-synth_doped.cif,628979.0,3DSC,train,Cu0.6S2Zn0.4,
0,split_cifs_by_csv_label/train/Cu0.94Sn0.06-ICSD-629270-synth_doped.cif,629270.0,3DSC,train,Cu0.94Sn0.06,
0,split_cifs_by_csv_label/test/Cu0.998La1.84Sr0.16Zn0.003O4-ICSD-65872-synth_doped.cif,65872.0,3DSC,test,Cu0.998La1.84Sr0.16Zn0.003O4,
0,split_cifs_by_csv_label/train/Cu0.998La1.86Sr0.14Zn0.003O4-ICSD-65872-synth_doped.cif,65872.0,3DSC,train,Cu0.998La1.86Sr0.14Zn0.003O4,
0,split_cifs_by_csv_label/train/Cu0.9La1.8Ru0.1Sr0.2O3.99-ICSD-75869-synth_doped.cif,75869.0,3DSC,train,Cu0.9La1.8Ru0.1Sr0.2O3.99,
0,split_cifs_by_csv_label/test/Cu1Dy0.75La1.25O4-ICSD-69245.cif,69245.0,3DSC,test,Cu1Dy0.75La1.25O4,
0,split_cifs_by_csv_label/test/Cu1Ga2-ICSD-102906.cif,102906.0,3DSC,test,Cu1Ga2,
0,split_cifs_by_csv_label/train/Cu1Nd0.09Sr0.91O1.98-ICSD-75840-synth_doped.cif,75840.0,3DSC,train,Cu1Nd0.09Sr0.91O1.98,
0,split_cifs_by_csv_label/train/Cu1Nd0.13Sr0.87O1.95-ICSD-75840-synth_doped.cif,75840.0,3DSC,train,Cu1Nd0.13Sr0.87O1.95,
0,split_cifs_by_csv_label/train/Cu1Nd2O3.5-ICSD-86841.cif,86841.0,3DSC,train,Cu1Nd2O3.5,
0,split_cifs_by_csv_label/train/Cu1Nd2O3.93-ICSD-78190-synth_doped.cif,78190.0,3DSC,train,Cu1Nd2O3.93,
0,split_cifs_by_csv_label/test/Cu1S4Ti2-ICSD-94010-synth_doped.cif,94010.0,3DSC,test,Cu1S4Ti2,
0,split_cifs_by_csv_label/test/Cu1Sr1O2.97-ICSD-82019-synth_doped.cif,82019.0,3DSC,test,Cu1Sr1O2.97,
0,split_cifs_by_csv_label/test/Cu1Sr1O2.99-ICSD-82019-synth_doped.cif,82019.0,3DSC,test,Cu1Sr1O2.99,
0,split_cifs_by_csv_label/train/Cu1Sr2O2.99-ICSD-80660-synth_doped.cif,80660.0,3DSC,train,Cu1Sr2O2.99,
0,split_cifs_by_csv_label/test/Cu1Sr2O3-ICSD-246686.cif,246686.0,3DSC,test,Cu1Sr2O3,
0,split_cifs_by_csv_label/train/Cu1Sr2O3.01-ICSD-246686-synth_doped.cif,246686.0,3DSC,train,Cu1Sr2O3.01,
0,split_cifs_by_csv_label/train/Cu1Sr2O3.02-ICSD-246686-synth_doped.cif,246686.0,3DSC,train,Cu1Sr2O3.02,
0,split_cifs_by_csv_label/train/Cu1Sr2O3.2-ICSD-246686-synth_doped.cif,246686.0,3DSC,train,Cu1Sr2O3.2,
0,split_cifs_by_csv_label/test/Cu1Sr2Tl1O5-ICSD-86427.cif,86427.0,3DSC,test,Cu1Sr2Tl1O5,
0,split_cifs_by_csv_label/train/Cu1Zn3-ICSD-103154-synth_doped.cif,103154.0,3DSC,train,Cu1Zn3,
0,split_cifs_by_csv_label/train/Cu2.7Sr2Ti0.3Y1O7.098-ICSD-75781-synth_doped.cif,75781.0,3DSC,train,Cu2.7Sr2Ti0.3Y1O7.098,
0,split_cifs_by_csv_label/train/Cu2.7Sr2Ti0.3Y1O7.123-ICSD-75781-synth_doped.cif,75781.0,3DSC,train,Cu2.7Sr2Ti0.3Y1O7.123,
0,split_cifs_by_csv_label/train/Cu2Er2O5-ICSD-79588.cif,79588.0,3DSC,train,Cu2Er2O5,
0,split_cifs_by_csv_label/train/Cu2Eu1Nb1Sr2O8-ICSD-41629.cif,41629.0,3DSC,train,Cu2Eu1Nb1Sr2O8,
0,split_cifs_by_csv_label/train/Cu2F1Nd1Sr2O5-ICSD-83170.cif,83170.0,3DSC,train,Cu2F1Nd1Sr2O5,
0,split_cifs_by_csv_label/train/Cu2Ga1Sr2Y1O7-ICSD-71263.cif,71263.0,3DSC,train,Cu2Ga1Sr2Y1O7,
0,split_cifs_by_csv_label/train/Cu2Ho2O5-ICSD-69330.cif,69330.0,3DSC,train,Cu2Ho2O5,
0,split_cifs_by_csv_label/train/Cu2La1.8Sr1.2O6.213-ICSD-236446-synth_doped.cif,236446.0,3DSC,train,Cu2La1.8Sr1.2O6.213,
0,split_cifs_by_csv_label/train/Cu2La2Sr1O6-ICSD-100761.cif,100761.0,3DSC,train,Cu2La2Sr1O6,
0,split_cifs_by_csv_label/train/Cu2La2Sr1O6.2-ICSD-40192-synth_doped.cif,40192.0,3DSC,train,Cu2La2Sr1O6.2,
0,split_cifs_by_csv_label/train/Cu2La2Sr1O6.315-ICSD-40192-synth_doped.cif,40192.0,3DSC,train,Cu2La2Sr1O6.315,
0,split_cifs_by_csv_label/train/Cu2Mn1S2Sr2O2-ICSD-84734.cif,84734.0,3DSC,train,Cu2Mn1S2Sr2O2,
0,split_cifs_by_csv_label/test/Cu2Nb1Pr1Sr2O8.01-ICSD-75771-synth_doped.cif,75771.0,3DSC,test,Cu2Nb1Pr1Sr2O8.01,
0,split_cifs_by_csv_label/train/Cu2Nb1Sm1Sr2O8-ICSD-41627.cif,41627.0,3DSC,train,Cu2Nb1Sm1Sr2O8,
0,split_cifs_by_csv_label/train/Cu2Pr1.9Sr1.1O6.11-ICSD-78615.cif,78615.0,3DSC,train,Cu2Pr1.9Sr1.1O6.11,
0,split_cifs_by_csv_label/train/Cu2S2Sr2Zn1O2-ICSD-84735.cif,84735.0,3DSC,train,Cu2S2Sr2Zn1O2,
0,split_cifs_by_csv_label/train/Cu2Sn1Ti1-ICSD-103111.cif,103111.0,3DSC,train,Cu2Sn1Ti1,
0,split_cifs_by_csv_label/train/Cu2Sr2Tl1Y1O7-ICSD-74164.cif,74164.0,3DSC,train,Cu2Sr2Tl1Y1O7,
0,split_cifs_by_csv_label/train/Cu2Yb2O5-ICSD-69328.cif,69328.0,3DSC,train,Cu2Yb2O5,
0,split_cifs_by_csv_label/test/Cu3Ga1-ICSD-627390-synth_doped.cif,627390.0,3DSC,test,Cu3Ga1,
0,split_cifs_by_csv_label/train/Cu5U1-ICSD-167379.cif,167379.0,3DSC,train,Cu5U1,
0,split_cifs_by_csv_label/train/Cu6La5Sr1O15-ICSD-73935-synth_doped.cif,73935.0,3DSC,train,Cu6La5Sr1O15,
0,split_cifs_by_csv_label/test/Cu8La2Sr6O16.02-ICSD-80689-synth_doped.cif,80689.0,3DSC,test,Cu8La2Sr6O16.02,
0,split_cifs_by_csv_label/train/Cu8Nd4.8Sr3.2O20-ICSD-82241.cif,82241.0,3DSC,train,Cu8Nd4.8Sr3.2O20,
0,split_cifs_by_csv_label/train/Cu8Pr5.2Sr2.8O20-ICSD-82240.cif,82240.0,3DSC,train,Cu8Pr5.2Sr2.8O20,
0,split_cifs_by_csv_label/train/Dy0.3Pd2Sn1Y0.7-ICSD-424011-synth_doped.cif,424011.0,3DSC,train,Dy0.3Pd2Sn1Y0.7,
0,split_cifs_by_csv_label/test/Dy1Fe2Ge2-ICSD-84173.cif,84173.0,3DSC,test,Dy1Fe2Ge2,
0,split_cifs_by_csv_label/train/Dy1Ir1Si1-ICSD-93218.cif,93218.0,3DSC,train,Dy1Ir1Si1,
0,split_cifs_by_csv_label/train/Dy1P2Pd2-ICSD-30846.cif,30846.0,3DSC,train,Dy1P2Pd2,
0,split_cifs_by_csv_label/train/Dy3Ge13Ru4-ICSD-629815.cif,629815.0,3DSC,train,Dy3Ge13Ru4,
0,split_cifs_by_csv_label/train/Dy5Ir4Si10-ICSD-629891.cif,629891.0,3DSC,train,Dy5Ir4Si10,
0,split_cifs_by_csv_label/train/Er1Ga6-ICSD-630541.cif,630541.0,3DSC,train,Er1Ga6,
0,split_cifs_by_csv_label/test/Er1Ir1Si1-ICSD-93223.cif,93223.0,3DSC,test,Er1Ir1Si1,
0,split_cifs_by_csv_label/train/Er3Ge13Ru4-ICSD-630655.cif,630655.0,3DSC,train,Er3Ge13Ru4,
0,split_cifs_by_csv_label/train/Er4.61Rh6Sn18.39-ICSD-103302-synth_doped.cif,103302.0,3DSC,train,Er4.61Rh6Sn18.39,
0,split_cifs_by_csv_label/train/Er5Ir4Si10-ICSD-630722.cif,630722.0,3DSC,train,Er5Ir4Si10,
0,split_cifs_by_csv_label/test/Eu1Ga1Ge1-ICSD-249599.cif,249599.0,3DSC,test,Eu1Ga1Ge1,
0,split_cifs_by_csv_label/train/Eu1Ga1Si1-ICSD-249598-synth_doped.cif,249598.0,3DSC,train,Eu1Ga1Si1,
0,split_cifs_by_csv_label/train/Eu1Ga1Sn1-ICSD-249600.cif,249600.0,3DSC,train,Eu1Ga1Sn1,
0,split_cifs_by_csv_label/train/Eu1Ru4Sb12-ICSD-55663.cif,55663.0,3DSC,train,Eu1Ru4Sb12,
0,split_cifs_by_csv_label/train/F2Sb2Sr2Ti2O1-ICSD-167014.cif,167014.0,3DSC,train,F2Sb2Sr2Ti2O1,
0,split_cifs_by_csv_label/train/Fe0.09La1Ru2.91Si2-ICSD-44709-synth_doped.cif,44709.0,3DSC,train,Fe0.09La1Ru2.91Si2,
0,split_cifs_by_csv_label/train/Fe0.5Ru0.5-ICSD-103612.cif,103612.0,3DSC,train,Fe0.5Ru0.5,
0,split_cifs_by_csv_label/train/Fe1.2Hf1V0.8-ICSD-632274.cif,632274.0,3DSC,train,Fe1.2Hf1V0.8,
0,split_cifs_by_csv_label/test/Fe1.439Rb0.737Se2-ICSD-290420-synth_doped.cif,290420.0,3DSC,test,Fe1.439Rb0.737Se2,
0,split_cifs_by_csv_label/train/Fe1.497Rb0.698Se2-ICSD-290420-synth_doped.cif,290420.0,3DSC,train,Fe1.497Rb0.698Se2,
0,split_cifs_by_csv_label/train/Fe1.56Rb0.44Se2Tl0.36-ICSD-290906-synth_doped.cif,290906.0,3DSC,train,Fe1.56Rb0.44Se2Tl0.36,
0,split_cifs_by_csv_label/train/Fe1.6Hf1V0.4-ICSD-196550.cif,196550.0,3DSC,train,Fe1.6Hf1V0.4,
0,split_cifs_by_csv_label/train/Fe1Hf2-ICSD-103497.cif,103497.0,3DSC,train,Fe1Hf2,
0,split_cifs_by_csv_label/train/Fe1Np6-ICSD-633013.cif,633013.0,3DSC,train,Fe1Np6,
0,split_cifs_by_csv_label/train/Fe1P1Zr1-ICSD-43204.cif,43204.0,3DSC,train,Fe1P1Zr1,
0,split_cifs_by_csv_label/train/Fe1Sb1-ICSD-633396.cif,633396.0,3DSC,train,Fe1Sb1,
0,split_cifs_by_csv_label/train/Fe1Sn2-ICSD-409909.cif,409909.0,3DSC,train,Fe1Sn2,
0,split_cifs_by_csv_label/train/Fe2Te3-ICSD-633866-synth_doped.cif,633866.0,3DSC,train,Fe2Te3,
0,split_cifs_by_csv_label/train/Fe2Ti1-ICSD-657043.cif,657043.0,3DSC,train,Fe2Ti1,
0,split_cifs_by_csv_label/train/Fe3Gd2Si5-ICSD-631943.cif,631943.0,3DSC,train,Fe3Gd2Si5,
0,split_cifs_by_csv_label/train/Fe3Si5Sm2-ICSD-633562.cif,633562.0,3DSC,train,Fe3Si5Sm2,
0,split_cifs_by_csv_label/train/Fe3Si5Yb2-ICSD-633661.cif,633661.0,3DSC,train,Fe3Si5Yb2,
0,split_cifs_by_csv_label/train/Fe4Nd1P12-ICSD-93364.cif,93364.0,3DSC,train,Fe4Nd1P12,
0,split_cifs_by_csv_label/train/Fe4P12Pr1-ICSD-93363.cif,93363.0,3DSC,train,Fe4P12Pr1,
0,split_cifs_by_csv_label/train/Fe4P12Sm1-ICSD-633097.cif,633097.0,3DSC,train,Fe4P12Sm1,
0,split_cifs_by_csv_label/train/Fe4P12Tb1-ICSD-245293.cif,245293.0,3DSC,train,Fe4P12Tb1,
0,split_cifs_by_csv_label/train/Fe4P12Yb1-ICSD-156464.cif,156464.0,3DSC,train,Fe4P12Yb1,
0,split_cifs_by_csv_label/train/Ga1La1-ICSD-423623.cif,423623.0,3DSC,train,Ga1La1,
0,split_cifs_by_csv_label/train/Ga1Sn1Sr1-ICSD-66003.cif,66003.0,3DSC,train,Ga1Sn1Sr1,
0,split_cifs_by_csv_label/test/Ga2Sr1-ICSD-635458.cif,635458.0,3DSC,test,Ga2Sr1,
0,split_cifs_by_csv_label/train/Ga3Pd2U1-ICSD-246595.cif,246595.0,3DSC,train,Ga3Pd2U1,
0,split_cifs_by_csv_label/train/Ga5Mn1.85-ICSD-249632-synth_doped.cif,249632.0,3DSC,train,Ga5Mn1.85,
0,split_cifs_by_csv_label/train/Ga5Rh1U1-ICSD-600550.cif,600550.0,3DSC,train,Ga5Rh1U1,
0,split_cifs_by_csv_label/train/Ga6Sm1-ICSD-635434.cif,635434.0,3DSC,train,Ga6Sm1,
0,split_cifs_by_csv_label/train/Gd0.06La0.94Ru2-ICSD-641761-synth_doped.cif,641761.0,3DSC,train,Gd0.06La0.94Ru2,
0,split_cifs_by_csv_label/train/Gd0.08La0.92Ru2-ICSD-641761-synth_doped.cif,641761.0,3DSC,train,Gd0.08La0.92Ru2,
0,split_cifs_by_csv_label/train/Gd0.1Pd2Sn1Y0.9-ICSD-424011-synth_doped.cif,424011.0,3DSC,train,Gd0.1Pd2Sn1Y0.9,
0,split_cifs_by_csv_label/train/Gd1Ir1Si1-ICSD-635870.cif,635870.0,3DSC,train,Gd1Ir1Si1,
0,split_cifs_by_csv_label/train/Gd1P2Pd2-ICSD-30844.cif,30844.0,3DSC,train,Gd1P2Pd2,
0,split_cifs_by_csv_label/train/Gd1Rh1Si1-ICSD-636273.cif,636273.0,3DSC,train,Gd1Rh1Si1,
0,split_cifs_by_csv_label/train/Gd1Sn3-ICSD-636461.cif,636461.0,3DSC,train,Gd1Sn3,
0,split_cifs_by_csv_label/train/Gd3Ni1-ICSD-104095.cif,104095.0,3DSC,train,Gd3Ni1,
0,split_cifs_by_csv_label/test/Ge0.5La1Ni2P1.5-ICSD-247663.cif,247663.0,3DSC,test,Ge0.5La1Ni2P1.5,
0,split_cifs_by_csv_label/train/Ge1.5La1Ni2P0.5-ICSD-247665.cif,247665.0,3DSC,train,Ge1.5La1Ni2P0.5,
0,split_cifs_by_csv_label/train/Ge12Pt4U1-ICSD-189912.cif,189912.0,3DSC,train,Ge12Pt4U1,
0,split_cifs_by_csv_label/train/Ge13Ho3Ru4-ICSD-636675.cif,636675.0,3DSC,train,Ge13Ho3Ru4,
0,split_cifs_by_csv_label/train/Ge13Nd3Ru4-ICSD-637328.cif,637328.0,3DSC,train,Ge13Nd3Ru4,
0,split_cifs_by_csv_label/train/Ge13Pr3Ru4-ICSD-637621.cif,637621.0,3DSC,train,Ge13Pr3Ru4,
0,split_cifs_by_csv_label/train/Ge13Ru4Yb3-ICSD-637775.cif,637775.0,3DSC,train,Ge13Ru4Yb3,
0,split_cifs_by_csv_label/train/Ge1La1Ni2P1-ICSD-247664.cif,247664.0,3DSC,train,Ge1La1Ni2P1,
0,split_cifs_by_csv_label/train/Ge1Pd1-ICSD-76624.cif,76624.0,3DSC,train,Ge1Pd1,
0,split_cifs_by_csv_label/train/Ge1Pd2Y1-ICSD-637566.cif,637566.0,3DSC,train,Ge1Pd2Y1,
0,split_cifs_by_csv_label/test/Ge2.25La1Pt1.75-ICSD-53665-synth_doped.cif,53665.0,3DSC,test,Ge2.25La1Pt1.75,
0,split_cifs_by_csv_label/train/Ge2.3La1Pt1.7-ICSD-53665-synth_doped.cif,53665.0,3DSC,train,Ge2.3La1Pt1.7,
0,split_cifs_by_csv_label/train/Ge2Nb1-ICSD-100044.cif,100044.0,3DSC,train,Ge2Nb1,
0,split_cifs_by_csv_label/train/Ge2Ni5V3-ICSD-637434-synth_doped.cif,637434.0,3DSC,train,Ge2Ni5V3,
0,split_cifs_by_csv_label/train/Ge2Rh2Sr1-ICSD-77145.cif,77145.0,3DSC,train,Ge2Rh2Sr1,
0,split_cifs_by_csv_label/train/Ge2V1-ICSD-638088.cif,638088.0,3DSC,train,Ge2V1,
0,split_cifs_by_csv_label/train/Ge3U1-ICSD-638071.cif,638071.0,3DSC,train,Ge3U1,
0,split_cifs_by_csv_label/train/Ge4Ru3Yb2-ICSD-416964.cif,416964.0,3DSC,train,Ge4Ru3Yb2,
0,split_cifs_by_csv_label/test/Ge5La2Pd3-ICSD-253429.cif,253429.0,3DSC,test,Ge5La2Pd3,
0,split_cifs_by_csv_label/test/H0.32V0.68-ICSD-61422-synth_doped.cif,61422.0,3DSC,test,H0.32V0.68,
0,split_cifs_by_csv_label/train/H0.7Nb0.3-ICSD-56074-synth_doped.cif,56074.0,3DSC,train,H0.7Nb0.3,
0,split_cifs_by_csv_label/train/Hf0.15Mo0.85-ICSD-638605-synth_doped.cif,638605.0,3DSC,train,Hf0.15Mo0.85,
0,split_cifs_by_csv_label/train/Hf0.33W0.67-ICSD-639005-synth_doped.cif,639005.0,3DSC,train,Hf0.33W0.67,
0,split_cifs_by_csv_label/train/Hf0.67Ni0.233Ru0.1-ICSD-638715-synth_doped.cif,638715.0,3DSC,train,Hf0.67Ni0.233Ru0.1,
